79966@312883@89,778@324620@306,912
80706@317371@93,8494@327072@259,059
81454@319310@102,892@330726@300,975
82208@323569@91,4281@333128@252,852
82970@324491@79,036@338393@350,305
83738@326018@55,5656@341903@392,117
84514@329392@42,3401@345798@401,286
85296@331820@43,8147@347419@380,207
86086@335821@61,5318@348572@313,4
86884@340370@93,2463@353075@318,727
87689@341385@49,5019@356213@357,518
88501@345647@39,3715@361461@377,939
89320@348455@94,291@363442@366,912
90148@352989@95,7239@368814@384,789
90983@355895@92,9713@372567@401,74
91825@358766@33,4449@375875@400,634
92676@362320@79,2784@377397@359,062
93534@365686@95,9196@381084@368,707
94401@368939@91,1554@385833@399,345
95275@373247@95,2984@388952@372,185
96157@376360@81,4643@393564@400,674
97048@378562@69,7838@398910@467,105
97947@383442@78,813@399662@374,851
98854@387285@67,898@405553@416,419
99770@392596@92,6649@407186@339,509
100694@396467@74,6486@414866@416,734
101627@398352@66,9439@417579@431,696
102568@402359@77,6649@423096@464,392
103518@406638@72,2248@424930@408,448
104477@410069@73,0676@428667@413,365
105444@415703@96,7888@438631@508,571
106421@418730@73,3901@438702@439,082
107407@420382@42,6912@445505@543,73
108401@427217@81,7208@446950@431,608
109405@427322@38,9878@447475@432,591
110419@434690@86,5616@456073@463,182
111442@437383@78,7171@460755@501,278
112474@441894@78,6095@460638@402,946
113515@444569@79,1872@467948@497,013
114567@449868@95,4273@473714@507,22
115628@456570@71,9919@479780@487,986
116699@460533@81,4702@483573@483,816
117780@458960@65,3277@484565@531,592
118871@468208@76,3494@489388@441,042
119972@467480@31,794@492512@512,011
121083@473956@77,9925@498981@514,477
122204@481462@61,6838@503042@440,846
123336@482506@88,8041@510198@564,591
124479@487094@82,038@512614@518,005
125632@493145@97,0791@520718@558,572
126795@495748@86,8389@521218@513,182
127970@500465@80,2764@530317@595,507
129155@505960@74,8917@534187@560,412
130351@510699@75,8565@539462@568,413
131559@516171@93,6671@541857@509,435
132777@522201@68,7904@548639@517,632
134007@527057@76,6845@553702@520,361
135248@528480@65,5926@559182@593,951
136501@537360@72,9323@561756@472,574
137765@539909@99,1161@568884@560,828
139041@549361@75,5468@574413@481,038
140329@551426@95,0053@577102@493,886
141629@559778@83,3863@583080@445,697
142940@561648@98,2429@587876@500,28
144264@376598@40,3782@395000@344,957
145601@380578@53,5711@400218@367,861
146949@385606@46,4238@403278@329,267
148310@389069@68,6465@406914@334,763
149684@391563@71,166@410250@348,877
151070@395250@54,9328@414531@355,055
152470@397522@55,6483@417834@372,014
153882@402955@66,8747@422647@361,206
155307@405840@61,7244@425523@358,515
156746@412560@59,5608@431283@339,654
158197@410693@24,9136@434743@428,289
159663@417642@48,2011@438804@377,579
161141@422846@60,8982@441477@333,795
162634@425025@59,9358@447008@390,086
164140@431245@65,8727@450978@350,643
165661@435336@34,4328@456968@377,397
167195@441820@54,1361@459269@306,571
168744@443564@47,7237@464636@365,85
170307@447718@75,1406@469006@372,428
171884@452636@48,3427@472734@346,177
173476@341506@30,2956@359086@299,992
175083@343864@48,3878@362088@311,747
176704@347512@47,8737@364916@296,664
178341@349280@37,0716@368692@327,125
179993@354245@45,376@371788@295,897
181660@356296@48,3066@376924@345,618
183343@361290@43,8276@380404@318,685
185041@362636@42,1379@383462@344,931
186755@364984@39,0142@386746@358,219
188484@368475@40,1421@391012@369,254
190230@373673@44,9729@394318@337,72
191992@375420@44,3781@397716@362,542
193770@381064@36,41@401970@337,777
195565@383256@35,5899@406228@369,027
197376@385784@33,4857@408432@362,029
199205@388712@18,8119@413583@394,486
201050@397286@35,6729@416903@311,419
202912@399704@39,987@421908@350,834
204791@403394@42,226@425732@351,584
206688@406711@49,7833@430886@379,294
208602@408962@43,3966@433626@384,297
210535@410316@18,5467@438229@430,559
212485@414610@18,1581@442300@425,14
214453@419722@32,9645@446674@412,849
216439@422008@18,1155@449798@422,771
218444@427274@40,8707@454896@419,892
220467@432914@43,1062@459102@396,729
222509@435034@42,9512@463468@428,386
224570@437822@17,3136@468002@450,66
226650@442216@27,5095@472372@448,751
228749@446594@31,4251@477263@454,505
230868@450326@20,6695@481660@461,574
233006@457362@43,198@486770@432,959
235164@466159@204,353@490764@412,892
237342@466253@50,3336@495036@420,795
239541@472081@31,6545@500674@414,303
241759@475175@41,2654@505058@431,736
243999@478886@41,3717@510306@451,683
246259@485152@27,0073@513819@409,379
248539@490267@51,5361@519490@417,68
250842@395787@35,0453@419262@333,274
253165@396715@31,478@423591@379,005
255510@400876@33,8866@427709@376,891
257876@405820@32,735@431176@354,573
260265@406816@11,4731@434712@386,832
262675@411790@30,6522@439242@379,986
265108@416557@31,5199@444148@380,226
267564@418341@10,8643@448365@410,574
270042@422622@14,0269@452489@406,651
272543@428320@33,5932@456439@382,343
275068@432433@32,5185@461305@390,623
277615@439473@221,45@465374@412,15
280187@439231@26,9552@470200@414,582
282782@446532@24,2343@474415@371,559
285401@447383@26,4281@478033@406,544
288044@451172@25,2821@483816@430,822
290712@457934@34,3626@488330@400,108
293405@459086@21,4404@493010@443,365
296123@465833@34,8008@497574@413,916
298865@471652@68,9997@501947@397,875
301633@395004@32,7071@422643@357,355
304427@399699@33,3416@427376@356,264
307247@404136@44,025@433199@373,358
310093@408803@88,3918@435099@345,407
312965@410211@30,8618@439276@368,668
315864@412405@26,8577@444057@399,146
318789@419373@35,655@447846@358,37
321742@424240@23,0328@452983@359,056
324722@424573@26,7935@456340@395,096
327729@429647@66,5398@460751@389,909
330765@434646@33,6276@467704@407,838
333829@439487@32,5871@470433@380,137
336921@443696@28,9218@475215@385,05
340041@447103@37,5476@480237@403,536
343191@451360@42,4649@484352@400,48
346369@455582@39,4541@489371@407,88
349578@462037@22,9119@494123@384,408
352815@465552@29,854@499146@401,041
356083@470609@28,6721@504059@397,406
359381@472868@39,7329@510127@441,273
362710@479820@25,2941@515754@422,667
366070@479351@35,369@518860@463,095
369460@486113@28,6675@523744@438,708
372882@492597@23,896@530581@440,486
376336@494006@65,0387@534095@466,64
379822@499057@42,2158@539069@461,018
383340@506861@23,2572@544276@427,947
386890@508693@36,4094@549492@465,23
390474@514862@38,9741@555085@456,821
394090@517781@40,7861@560434@482,159
397740@521924@40,3452@565676@492,198
401424@525682@36,2032@570693@503,649
405142@530149@38,0132@575666@507,086
408895@537309@40,618@584571@524,21
412682@539300@32,4778@588468@542,176
416504@548130@39,2525@592316@485,72
420362@554926@30,3795@598999@481,624
424256@559509@42,8523@605137@497,189
428185@561866@44,9571@610378@526,146
432151@569727@38,4591@615451@493,32
436154@574782@35,6994@622500@512,162
440194@580729@85,4674@627061@501,141
444271@583749@44,1626@636228@558,485
448386@590346@36,0383@639078@515,868
452539@594261@43,8769@646650@552,423
456730@598742@37,6206@652031@558,822
460960@608103@22,7747@657673@516,77
465230@611919@31,6993@664100@541,886
469539@615904@36,6956@671673@576,664
473888@533052@36,9977@579709@480,673
478277@537206@36,0935@586292@503,188
482707@541128@29,4431@591482@513,316
487178@551970@104,217@598041@478,228
491690@551492@33,9871@602613@516,637
496244@558473@37,9808@608415@502,74
500841@560163@20,2399@618709@585,32
505480@568833@20,2443@621615@525,341
510162@574683@24,7804@631735@565,352
514887@580588@24,4806@636800@554,47
519656@587072@28,7553@643341@552,698
524469@592255@58,9665@650085@567,724
529327@600996@70,9152@654273@522,634
534229@601926@43,0386@661906@581,863
539177@605660@38,271@670964@630,034
544171@537892@34,4997@587987@481,432
549212@539457@27,3667@593488@516,256
554299@552951@75,472@600350@456,452
559433@550360@38,817@604513@513,428
564614@557052@72,5288@610115@504,583
569844@559693@35,3061@616015@528,756
575122@568683@35,8874@621430@493,119
580449@570360@34,9535@628051@536,584
585825@578036@36,0272@634869@526,284
591251@581412@33,1105@639832@538,248
596727@587020@36,0516@653739@611,79
602254@595438@32,6616@660072@589,829
607832@605433@33,7189@663534@528,034
613462@607964@30,1713@667349@536,983
619144@614074@30,2337@674219@541,334
624879@620929@26,8826@681696@544,231
630667@625794@31,3517@687942@554,248
636508@629578@31,5668@694310@574,589
642403@633453@19,978@700816@594,631
648353@638154@29,4056@709016@622,978
654359@643024@33,3595@713707@618,763
660419@650090@17,0439@723250@636,803
666536@655105@30,4636@727341@626,389
672710@659390@25,2193@734836@650,933
678941@665308@23,2679@740983@649,83
685229@673002@49,1448@748179@644,055
691576@680382@40,3205@758665@666,849
697981@684578@24,4071@764903@680,289
704446@693298@29,9322@770078@647,555
710971@697832@36,596@776892@664,012
717556@704716@37,65@784532@667,324
724202@712508@32,3522@793943@677,425
730910@717949@35,2199@802698@701,834
737680@727372@32,6803@808538@669,026
744512@730960@36,8868@816772@704,198
751408@736753@34,6026@824203@714,192
758368@746799@32,2333@831742@690,469
765392@751660@41,0582@839481@710,997
772481@759559@40,6654@847518@708,818
779636@766712@35,4307@856664@721,233
786857@777283@27,2779@865048@700,146
794145@784263@34,0744@872802@703,363
801501@792252@29,6216@882220@711,204
808924@795261@51,1776@890342@749,277
816417@805758@36,9739@898008@722,882
823979@813048@36,8013@909257@750,358
831610@826746@32,1516@918860@714,972
839313@835535@30,1181@928044@714,644
847087@838592@38,3368@937319@759,468
854933@849689@31,6282@946344@739,843
862851@854933@37,058@954189@756,475
870843@862139@35,8309@962810@763,654
878909@871113@34,3597@973522@773,182
887050@879497@35,8157@983967@785,155
895266@889163@33,4689@993104@777,497
903558@896441@39,8919@1,00289e+06@792,835
911927@905579@34,0128@1,01177e+06@787,06
920373@815515@194,829@906564@698,791
928898@821060@24,378@914604@686,738
937502@742806@33,7065@832350@654,804
946185@750308@28,3892@840378@655,372
954949@757584@39,6919@848085@656,064
963793@695019@26,6935@779290@607,557
972720@701597@24,5839@786142@606,651
981730@708703@22,6133@793633@606,53
990823@712151@25,5598@801886@637,968
1000000@720704@25,7103@810340@634,346
