100 111.94 5.71036
110 112.44 5.09395
120 112.76 3.38024
132 127.9 27.7923
145 147.22 29.1006
159 211.92 6.2282
175 214.84 5.61565
192 218.74 6.18197
210 224.22 4.29428
231 228.92 4.62053
254 234.02 4.22822
278 237.46 3.71291
305 256.44 5.96006
335 247.34 4.85836
368 245.82 2.52669
404 250.42 2.28544
443 256.38 2.07195
486 262.66 2.55363
534 266.7 1.57134
586 271.36 1.54208
643 285.74 3.48818
705 278.48 1.17689
774 285.26 1.2948
850 291.5 0.779517
933 300.5 1.28996
1024 311.14 2.28831
1123 313.42 0.497706
1233 320.18 0.497667
1353 330.7 1.6729
1485 327.86 0.353929
1630 335.86 1.37774
1789 336.32 0.411462
1963 343.48 1.03836
2154 342.2 0.613981
2364 351.3 1.03951
2595 356.96 0.553817
2848 357.48 0.772254
3126 361.04 0.796248
3430 365.3 0.738073
3765 351.94 0.614309
4132 355.48 0.559716
4535 362.1 0.5115
4977 366.48 0.594408
5462 372.66 0.401667
5995 375.88 0.442768
6579 379.7 0.400733
7221 383.36 0.319153
7925 389.04 0.298031
8697 430.66 0.26117
9545 438.38 0.278396
10476 443.26 0.233999
11498 449.18 0.26235
12619 456.04 0.268823
13849 356.1 0.215726
15199 362.12 0.184483
16681 365.6 0.189022
18307 425.74 0.147746
20092 428.32 0.128716
22051 433.78 0.129286
24201 497.26 0.0903647
26561 505.16 0.224168
29151 501.78 0.128931
31993 434.3 0.506282
35112 433.64 0.0730796
38535 437.3 0.185115
42292 524.36 0.11062
46416 449.76 0.0471344
50941 539.34 0.182315
55908 435.62 0.0353288
61359 553.62 0.0643116
67342 292.56 0.0278735
73907 560.9 0.064398
81113 573.5 0.0683105
89022 428.14 0.0250855
97701 554.46 0.0500171
107227 334.78 0.0252899
117681 513.74 0.034197
129155 533.72 0.0283876
141747 584.18 0.0571757
155568 450.14 0.0196421
170735 608.94 0.0561773
187382 641.82 0.081262
205651 453.66 0.0248721
