1000 8720.04 19123.02578250628 14655.96 35600.66425782531 5836.68 22053.59997682011 
1072 619.96 433.6206157460689 969.56 1536.581897068946 453.52 215.05759600627914 
1149 1797.34 9795.576984762054 2043.98 10006.212229390303 686.72 1070.4001502242047 
1232 458.54 179.6691637426968 1281.64 2612.9631054417896 3230.74 11246.841243318053 
1321 874.04 1336.4702010894218 764.4 408.522704387406 546.78 200.8000288844601 
1417 679.98 1306.8622955766994 750.22 274.14720790115666 569.36 376.9483656948256 
1519 955.28 2882.734181571378 564.78 246.5845323616224 1453.76 7043.850653044824 
1629 358.1 129.3807172649773 1507.3 6677.296555493098 2346.58 9377.266586996446 
1747 1241.1 6104.784904482712 2300.32 8855.068895135712 2188.58 8657.961464663607 
1873 441.36 134.80960796619803 579.8 140.53896256910394 596.52 1085.6217986020729 
2009 1102.64 5326.696329846484 1290.72 5759.292599061104 359.34 59.45640756049761 
2154 372.34 94.60900802777715 1284.16 5533.997955763988 1906.02 7311.159395034418 
2310 332.68 37.26576981628047 483.66 81.95086576723884 395.36 95.8604736061741 
2477 375.06 77.09381557557 2276.18 7142.862772558354 999.1 4374.507360835046 
2656 356.18 63.43553893520571 2129.2 6212.750389320337 1002.44 4308.835416490169 
2848 346.54 33.9094146219011 1622.56 5634.156743151542 386.58 39.854279569451506 
3053 353.5 44.82064256567503 2684.14 7082.65251162303 393.54 39.384875269575254 
3274 860.42 3522.9791261941937 501.42 80.82971978177333 891.5 3477.9590753773973 
3511 1258.8 4253.860378526781 1013.12 3326.2561515313273 2215.08 6118.167247926457 
3764 1226.58 4186.129004653344 573.84 120.07353746767019 900.32 3078.9204825068155 
4037 427.22 66.4753458057948 1397.38 3921.7050673909675 1038.38 2664.764484077345 
4328 427.82 63.489429041376646 621.7 155.79669444503628 1509.88 4250.8025107737 
4641 790.98 2319.037476971858 1613.14 3678.219928226152 1503.0 3797.7555160910506 
4977 1030.1 2536.832783216111 848.22 1976.7417564264688 1464.78 3759.6645397694724 
5336 1058.42 2753.440074452321 1142.46 2683.2204993999285 1012.78 2925.4872024331257 
5722 1000.52 2888.0580966455645 1350.06 3219.4268024603375 840.86 1224.2032349246592 
6135 1439.88 3343.5446917306176 1092.58 2499.474537497832 461.68 118.39416201823467 
6579 428.6 78.56054989624245 1748.68 3602.1538969899657 1164.98 2753.4834772702015 
7054 1108.34 2368.5383814496236 1359.7 2423.847051692824 906.26 1744.4072667814705 
7564 1324.72 2539.842704105906 1321.32 2448.934645432581 1324.84 2848.037712952552 
8111 1356.32 2648.1184523355446 1673.88 2292.9870792483766 1091.12 2178.970634405154 
8697 616.98 1265.696353633051 934.0 1729.1064281876925 1146.54 2260.8954262415587 
9326 644.28 1369.0326955920373 1778.22 2906.4312707511253 1159.32 2280.056625963487 
10000 1097.26 1969.729329730357 911.04 1597.476797452783 954.3 1677.5985962082825 
10722 937.1 1856.5657354373425 1076.24 1839.4311899062711 909.0 1699.1479864920536 
11497 886.06 1596.2044531951417 1861.1 2662.931364117371 1047.12 1901.613006265996 
12328 1170.16 1875.6014007245785 1400.26 2025.1011511527024 835.76 1413.7606807377265 
13219 968.42 1579.6727140771914 1382.34 2003.319211808243 1248.3 1964.4340075451755 
14174 1186.96 1864.2009222184179 1345.76 1780.0450506658535 1429.26 2064.85128578307 
15199 1060.52 1576.776537623515 1494.18 1961.500636655517 1424.96 1895.4808884291078 
16297 1206.04 1480.9421050128867 1596.86 1814.9408145722 1517.64 1614.8116516795387 
17475 1667.54 1848.2054562196274 1566.4 1827.91210948448 1090.52 1444.4086435631712 
18738 1194.6 1399.115820795405 1639.92 1798.2233213925351 1405.58 1480.5640829089434 
20092 1327.14 1532.135529383742 1837.88 1689.4238857077876 1621.74 1757.3191720344942 
21544 1412.12 1500.8856404136861 1618.18 1521.9077198043249 1410.4 1013.7944762130044 
23101 1537.32 1459.4529994487664 1970.92 1604.930538559224 1371.44 1398.7120527113505 
24770 1551.56 1310.4287872295845 2073.52 1297.2048911409486 1517.22 908.8802405157677 
26560 1712.16 1193.2022520930811 2113.54 1210.0239371186008 1665.94 1378.3465806537918 
28480 1523.6 1271.718207780324 1750.42 1202.3892230055958 1949.64 1274.1448545593237 
30538 1497.98 1151.1905574664863 1768.82 1103.2018254154586 1593.04 1217.189549084283 
32745 1466.16 1126.3027188105339 1651.94 1132.2888396517912 1901.82 1196.7863750895563 
35111 1498.84 968.2245681658776 2083.82 1148.2529458268332 1864.42 1045.9629073729145 
37649 1832.96 891.9170356036485 1843.58 1087.297053982949 1558.1 976.7856315487036 
40370 1668.84 993.7539204450969 1805.3 1048.0150809983604 1316.16 942.2060997467592 
43287 1384.62 852.8170938718337 2479.52 1040.4451401203237 1848.84 884.0108904306553 
46415 1619.12 875.7463249137847 1910.68 956.5976048475138 1659.92 881.5436651692303 
49770 1539.42 832.1742146930533 1925.72 843.2184305386121 1458.54 834.377641359115 
53366 2152.44 980.9129045944904 2843.9 1372.9664853884815 1801.68 719.9255639300495 
57223 1935.4 667.3536393846969 2401.16 676.2293504425846 1611.16 691.4659893299164 
61359 2056.58 540.3622892097486 1981.5 594.6581286756282 1693.88 775.1895933254007 
65793 1816.56 585.5451531692496 2313.36 371.450279849134 2097.42 674.5498377436614 
70548 2179.92 548.4446312983655 2140.7 555.4552817284214 1690.62 620.8283785395123 
75646 2084.44 495.1131248512809 2337.94 428.19712329720295 2129.86 353.45596670589686 
81113 2026.8 625.0520618316525 2223.76 520.6526888435321 1713.72 416.1538676979946 
86974 2233.92 615.0225634885277 2820.22 923.2917694856812 2101.36 503.0510415454877 
93260 2476.5 648.7696124203106 2836.96 596.2625247321855 2165.14 435.559548626821 
100000 2543.92 588.8711859142031 3468.38 904.2446547256998 2051.24 367.18881028702384 
107226 2337.36 438.39492515310894 2606.84 428.237707821252 2154.94 461.67132941087004 
114975 2508.78 502.19431657476974 2942.76 549.1940844546672 2057.96 390.1818017283738 
123284 2619.0 666.2218549402294 3880.26 1225.8550454274764 3351.76 1193.714229788688 
132194 3086.34 738.1097644659634 3229.4 496.5353965227454 2484.58 338.0774520727462 
141747 2716.84 790.5141709039756 3261.36 456.9472949914464 2661.44 488.61949040127325 
151991 2698.36 392.9825319273109 3074.84 446.6947217059991 2657.1 468.9883687257072
