1476@845,4@16,4423
1490@968,66@28,2554
1504@1122,72@8,7236
1518@1147,12@6,47521
1532@1148,4@1,19234
1546@1162,06@1,53586
1560@1275,72@76,5629
1575@1185,7@5,98922
1589@1275,68@65,1429
1604@1250,7@34,6219
1619@1340,26@81,5728
1634@1290,12@60,6441
1649@1316,42@54,3938
1664@1280,32@1,1118
1680@1291,3@1,20428
1695@1345,32@39,385
1711@1331,72@4,2283
1727@1394,98@50,2653
1743@1390,14@28,1038
1759@1456,94@58,3155
1775@1434,4@33,3835
1792@2317,08@1023,78
1808@1461,58@28,8491
1825@1479,44@30,7546
1842@1518,76@38,8966
1859@1575,74@79,9493
1876@1604,26@70,1137
1894@1542,78@29,7814
1911@1583,48@37,4773
1929@1578,52@27,5456
1947@1813,94@197,916
1965@1872,64@202,201
1983@1675,44@43,4985
2001@1651,6@31,022
2020@1642,9@0,79307
2038@1670,7@19,6903
2057@2528,5@1,56103
2076@2559,5@5,69633
2096@2588@8,71106
2115@2638,5@11,915
2135@2640,5@8,68692
2154@2673@12,5137
2174@2700,5@3,67508
2195@2740@2,50285
2215@2740,5@3,59411
2235@2763@5,50777
2256@2806,5@9,08033
2277@2842,5@9,86431
2298@2870@15,9723
2319@2873,5@11,7792
2341@2913@10,3402
2363@2957@12,6193
2384@2987,5@8,78678
2406@3044,5@14,7064
2429@3064,5@4,81705
2451@4109@1015,94
2474@3656,5@244,989
2497@3510@199,614
2520@3262,5@12,0195
2543@3305@23,4948
2567@3338,5@15,2439
2591@3357@9,05726
2615@3396,5@9,14641
2639@3438,5@15,3
2663@3467,5@13,6381
2688@3633@129,912
2713@4049@247,103
2738@4213,5@324,117
2763@3641@1,87368
2789@3696@2,04818
2815@3752,5@1,20132
2841@3789@2,00755
2867@3843@10,6068
2894@3899,5@7,30334
2921@3916@7,8707
2948@3968@7,86914
2975@4016@9,06929
3002@4054,5@1,66902
3030@4119,5@6,77582
3058@4189@11,9467
3087@4236@10,244
3115@4391@110,65
3144@4446@121,687
3173@4374@6,21218
3203@4409,5@1,86263
3232@4480@7,54012
3262@4551,5@12,9466
3292@4599,5@8,50474
3323@4671,5@8,09053
3354@4926,5@116,823
3385@5144,5@151,88
3416@5268,5@169,266
3448@5296@150,441
3480@9922,5@115,446
3512@10296@28,4329
3544@10362@26,6541
3577@10430@5,91147
3610@10600@25,7841
3644@10870@59,2327
3678@10862@6,12095
3712@11040@6,1413
3746@11208@4,5279
3781@11290@27,14
3816@11484@34,7468
3851@11556@36,474
3887@11710@31,1226
3923@11810@42,3169
3959@12016@37,8348
3996@12236@29,0628
4033@12422@27,4813
4070@12812@157,696
4108@12602@25,6835
4146@12834@37,5703
4184@12826@22,1685
4223@12910@26,8524
4262@13046@27,6746
4302@13218@50,0901
4341@13324@22,261
4382@13458@28,8285
4422@13724@57,2062
4463@13824@28,1286
4505@13940@24,2993
4546@14948@573,932
4588@14150@28,5703
4631@14352@25,2168
4674@14616@40,9222
4717@14866@52,1576
4761@15010@5,12396
4805@15208@5,33576
4849@15466@14,59
4894@15768@21,2445
4940@16008@23,3647
4985@16352@25,4342
5032@16634@35,136
5078@16746@20,8343
5125@16972@5,93953
5173@17294@19,8009
5221@17546@28,1737
5269@17844@38,4833
5318@17974@22,4329
5367@18304@28,2368
5417@18492@23,3632
5467@18730@23,7549
5517@19034@42,0436
5569@19244@21,2857
5620@20548@131,785
5672@20248@28,8618
5725@20568@50,6875
5778@20892@62,9229
5831@20818@21,5733
5885@21202@28,4096
5940@21642@33,7394
5995@21894@35,7178
6050@21922@15,7763
6106@22334@23,7777
6163@22486@21,5428
6220@24016@542,951
6278@23388@18,0827
6336@23572@58,2261
6394@23674@23,8472
6454@23988@25,3051
6513@24562@26,3956
6574@24944@33,0555
6635@25338@26,8906
6696@25638@20,3677
6758@26030@43,6311
6821@26138@21,1729
6884@26520@27,5896
6948@26956@47,9025
7012@27320@25,0499
7077@27978@42,2381
7143@28294@21,7793
7209@28806@23,0441
7275@29168@39,4268
7343@29544@61,8204
7411@29750@56,9131
7480@30142@21,3883
7549@30466@23,2827
7619@31148@22,6965
7689@31608@32,1688
7761@32064@37,9802
7832@32518@28,0763
7905@33202@42,8135
7978@33678@45,292
8052@33742@27,6182
8127@34384@31,1132
8202@34834@44,514
8278@35008@34,155
8355@35448@27,1635
8432@36714@76,9745
8510@37486@401,823
8589@37022@43,7579
8668@37440@35,5262
8749@38338@93,8367
8830@38392@32,8296
8911@39272@48,5693
8994@39486@50,0613
9077@39982@56,8671
9161@40464@34,5495
9246@41414@72,9617
9332@41764@36,2387
9418@42280@35,9029
9506@42902@51,3952
9594@43168@49,816
9682@44458@69,0343
9772@44562@58,601
9863@45336@86,6392
9954@45308@28,0589
10046@45960@54,5373
10139@46448@57,6736
10233@46624@27,5931
10328@47386@35,5059
10424@47818@32,0593
10520@48222@46,5806
10618@48920@54,6569
10716@49408@33,3755
10815@50074@24,6964
10915@50632@38,4167
11016@51290@58,5353
11118@51810@39,4979
11221@52328@36,0969
11325@52990@27,5649
11430@53608@31,1304
11536@54986@358,012
11643@54588@39,1141
11751@55252@25,6725
11860@56158@43,032
11970@56830@30,1832
12080@57466@31,0311
12192@58064@34,7884
12305@58644@37,369
12419@59388@32,1954
12534@59830@36,5072
12650@60636@39,0552
12768@61254@44,5355
12886@62018@34,6976
13005@62478@38,569
13126@63226@43,0055
13247@63900@28,685
13370@67446@308,487
13494@67538@301,994
13619@69254@323,321
13745@66468@30,4314
13872@67188@26,3242
14001@67898@33,7942
14130@68610@29,534
14261@69190@28,1055
14393@70058@43,7601
14527@70794@32,6522
14661@71746@58,3895
14797@72530@29,0241
14934@73330@30,448
15072@73990@25,3492
15212@74926@40,3249
15353@76132@161,494
15495@83474@377,97
15638@78968@244,32
15783@82372@506,54
15930@80782@263,702
16077@79292@45,4134
16226@80062@44,435
16376@80482@43,0387
16528@81446@31,6574
16681@82334@41,2271
16836@83440@56,0754
16991@83918@26,4354
17149@84620@35,7194
17308@85332@33,8303
17468@86170@23,7885
17630@87184@36,1876
17793@87962@31,6093
17958@88638@41,0885
18124@89448@38,7859
18292@90556@41,0096
18461@91296@41,1887
18632@92114@40,0731
18805@93064@50,2772
18979@94082@46,6451
19155@94826@29,6998
19332@96030@55,1811
19511@96826@30,1502
19692@97480@22,3766
19875@98882@42,9209
20059@99308@28,8856
20244@100430@42,743
20432@101580@38,5855
20621@102520@29,5776
20812@103608@50,2716
21005@104356@27,5157
21200@105456@24,3822
21396@106428@36,3434
21594@108284@311,153
21794@108504@35,4439
21996@109514@37,8069
22200@110466@25,8305
22405@111988@108,025
22613@112578@31,6038
22822@113620@33,3873
23034@114726@42,229
23247@115788@21,3261
23462@117010@37,1641
23680@118152@24,1273
23899@119304@35,5356
24120@120348@34,4013
24344@121546@27,3758
24569@122736@45,6836
24797@123994@38,4019
25026@124952@30,4504
25258@126184@25,4714
25492@127382@34,7221
25728@128442@25,7066
25967@129806@72,8918
26207@131052@38,4997
26450@132338@26,602
26695@133620@41,7899
26942@134902@29,7278
27192@136152@38,5665
27443@137406@27,5228
27698@138636@34,8994
27954@140144@27,4629
28213@141318@34,9559
28474@142852@40,7939
28738@144052@33,8891
29004@145214@35,3188
29273@147004@83,9286
29544@149144@265,547
29818@149494@84,809
30094@150910@28,3135
30373@151968@37,6825
30654@153646@43,259
30938@155336@58,9342
31224@156456@39,5591
31514@157820@30,6992
31806@159704@50,2397
32100@160754@24,4084
32397@162254@70,4744
32697@163620@33,0801
33000@165408@41,3326
33306@166490@28,9247
33614@168392@27,8847
33926@170378@41,3494
34240@171620@33,8961
34557@173246@27,6629
34877@174620@31,6875
35200@176346@31,6336
35526@178182@38,3298
35855@179446@30,9944
36187@181236@36,2817
36523@183014@33,6436
36861@184486@23,4096
37202@186488@34,6606
37547@188496@57,7494
37895@189900@24,8282
38246@191712@37,9399
38600@193510@33,3629
38957@195154@34,4388
39318@196878@34,5028
39682@198868@42,6341
40050@201384@210,462
40421@202338@39,4721
40795@204774@68,5458
41173@206184@29,3499
41555@208540@52,9346
41939@210162@31,9076
42328@212206@64,4584
42720@214024@28,3319
43116@215928@45,4796
43515@218060@30,6953
43918@220172@33,6809
44325@222038@29,0002
44735@224426@54,1465
45150@226492@36,0315
45568@228052@29,9757
45990@230308@37,1924
46416@232572@34,8152
46846@234768@33,0302
47280@236912@32,3543
47718@239472@35,8303
48160@241944@23,6527
48606@243944@23,1918
49056@245854@31,2884
49510@248170@32,5838
49969@250118@24,9452
50432@252528@26,2613
50899@254768@32,9702
51370@257204@26,3174
51846@259324@23,7121
52326@261546@31,2636
52811@264322@29,3091
53300@267228@38,9305
53794@269638@31,8873
54292@272146@32,6296
54795@275600@164,336
55302@277806@31,8524
55814@279810@36,5703
56331@282520@34,4825
56853@285158@33,3153
57380@287496@31,5729
57911@290208@31,5369
58448@293078@29,0798
58989@295064@31,8701
59535@298200@31,6613
60087@301410@24,6009
60643@304382@33,2671
61205@307520@30,3991
61772@310312@29,3061
62344@314150@232,442
62921@316152@29,2424
63504@319054@31,0449
64092@321772@29,7068
64686@324808@33,4129
65285@328212@35,6587
65890@331214@29,7662
66500@334058@28,4491
67116@337498@31,3611
67738@340584@30,0352
68365@343718@26,4626
68998@347018@27,1216
69637@350222@30,7499
70282@352692@32,5397
70933@355916@31,177
71590@359140@33,6037
72253@362220@34,9822
72923@365490@33,9447
73598@368818@35,1155
74280@372690@139,845
74968@375642@33,2741
75662@378576@27,4162
76363@382756@29,3996
77070@385974@30,5387
77784@389726@30,9181
78505@393194@27,5784
79232@396874@31,3913
79966@400350@32,7455
80706@404340@57,5566
81454@407942@32,9811
82208@411328@25,6724
82970@415510@30,3896
83738@419624@40,2575
84514@423226@36,0831
85296@427712@35,1646
86086@431458@33,443
86884@435344@31,7026
87689@439210@33,1365
88501@443238@37,3858
89320@447492@36,595
90148@451344@33,3165
90983@455592@30,819
91825@460108@33,0592
92676@464304@29,7201
93534@469216@35,7328
94401@472756@32,296
95275@477102@32,6829
96157@482332@35,0796
97048@486664@34,8571
97947@492434@28,4094
98854@496624@32,2871
99770@501582@31,1186
100694@505934@30,3992
101627@511912@138,435
102568@515660@26,5352
103518@520200@28,2031
104477@525108@27,2212
105444@529860@26,7337
106421@534820@28,2349
107407@539574@25,3342
108401@544514@25,0055
109405@549542@25,3348
110419@554898@25,2125
111442@560204@28,0846
112474@565142@25,5706
113515@571062@27,4538
114567@577466@66,4296
115628@583742@170,027
116699@588226@36,0421
117780@590280@30,6022
118871@595244@35,975
119972@600656@31,2611
121083@605734@30,6479
122204@611810@33,1984
123336@617674@46,13
124479@623194@31,9726
125632@628762@33,6313
126795@635046@29,6441
127970@640666@29,4531
129155@647102@29,4281
130351@653168@27,2831
131559@659022@29,0111
132777@665122@30,6662
134007@671432@30,5133
135248@677444@22,1512
136501@684486@29,7288
137765@690638@35,2455
139041@697282@111,168
140329@703530@32,7275
141629@709996@28,6188
142940@715880@22,3529
144264@722840@34,0031
145601@729516@26,7038
146949@736446@27,4572
148310@743062@33,0784
149684@750052@31,4066
151070@756720@30,2129
152470@765044@120,428
153882@770938@34,3584
155307@778446@27,2499
156746@785460@28,4936
158197@792916@26,713
159663@800322@31,4662
161141@807076@29,3374
162634@814944@22,1821
164140@822162@36,5869
165661@829486@28,7512
167195@837556@29,5468
168744@845050@31,3632
170307@852786@29,4133
171884@860544@26,4118
173476@868674@28,6724
175083@876996@30,0442
176704@885110@29,3161
178341@892698@28,2344
179993@900874@25,7661
181660@909636@31,9927
183343@917650@25,4621
185041@926226@33,1427
186755@934512@26,7218
188484@943986@97,705
190230@952450@44,2323
191992@960802@23,6747
193770@969786@28,1108
195565@979238@26,585
197376@987910@36,1633
199205@996850@18,5335
201050@1,00623e+06@35,8202
202912@1,01514e+06@30,0001
204791@1,0253e+06@25,8399
206688@1,03409e+06@23,2609
208602@1,04412e+06@25,9738
210535@1,05422e+06@26,8776
212485@1,06406e+06@24,3937
214453@1,07365e+06@28,3734
216439@1,08311e+06@22,6869
218444@1,09347e+06@26,6232
220467@1,10348e+06@26,6131
222509@1,11413e+06@26,0894
224570@1,12443e+06@27,1139
226650@1,13519e+06@48,839
228749@1,14547e+06@28,4858
230868@1,15589e+06@32,5308
233006@1,16683e+06@31,1275
235164@1,17813e+06@31,3788
237342@1,18828e+06@25,8198
239541@1,19916e+06@44,6457
241759@1,21051e+06@27,0974
243999@1,22176e+06@26,4727
246259@1,23356e+06@24,1903
248539@1,2445e+06@36,8218
250842@1,25558e+06@30,4325
253165@1,26771e+06@25,7829
255510@1,27886e+06@26,9053
257876@1,29225e+06@83,4821
260265@1,30282e+06@32,8868
262675@1,31646e+06@65,5475
265108@1,32741e+06@29,5203
267564@1,33926e+06@27,4067
270042@1,3514e+06@29,4903
272543@1,36466e+06@29,9825
275068@1,37664e+06@36,4951
277615@1,3897e+06@28,8353
280187@1,40237e+06@29,197
282782@1,41509e+06@36,827
285401@1,42802e+06@39,2525
288044@1,44138e+06@31,5702
290712@1,454e+06@28,2806
293405@1,46835e+06@37,8152
296123@1,48145e+06@29,3407
298865@1,49551e+06@31,2311
301633@1,50915e+06@29,8602
304427@1,52373e+06@28,4475
307247@1,53755e+06@33,4901
310093@1,55214e+06@34,6393
312965@1,56616e+06@33,7997
315864@1,58085e+06@31,5587
318789@1,59551e+06@34,4635
321742@1,61016e+06@34,3849
324722@1,62483e+06@37,0712
327729@1,64024e+06@25,569
330765@1,65548e+06@29,2918
333829@1,67104e+06@27,7751
336921@1,68679e+06@33,115
340041@1,70234e+06@36,8679
343191@1,7173e+06@37,3188
346369@1,73313e+06@32,8905
349578@1,74987e+06@39,3511
352815@1,76705e+06@77,4263
356083@1,78258e+06@30,0949
359381@1,79857e+06@30,8111
362710@1,82202e+06@24,7156
366070@1,83758e+06@48,7286
369460@1,85532e+06@45,2281
372882@1,87212e+06@53,9056
376336@1,88871e+06@52,1981
379822@1,90786e+06@46,4293
383340@1,92453e+06@50,0771
386890@1,93792e+06@31,5798
390474@1,95492e+06@25,5138
394090@1,97403e+06@29,8941
397740@1,99208e+06@30,4344
401424@2,01024e+06@28,3722
405142@2,02807e+06@27,7322
408895@2,04836e+06@32,8026
412682@2,06673e+06@41,5801
416504@2,09052e+06@54,5654
420362@2,10432e+06@28,5123
424256@2,12465e+06@25,7946
428185@2,14992e+06@44,7573
432151@2,16503e+06@35,3356
436154@2,18415e+06@27,0902
440194@2,20445e+06@32,0761
444271@2,2251e+06@46,641
448386@2,24469e+06@27,2763
452539@2,26643e+06@38,9481
456730@2,28674e+06@35,3058
460960@2,30768e+06@33,6742
465230@2,32851e+06@33,4609
469539@2,3503e+06@31,2543
473888@2,37135e+06@30,6618
478277@2,39364e+06@30,9716
482707@2,41809e+06@88,0149
487178@2,43842e+06@31,0343
491690@2,46168e+06@29,5911
496244@2,48378e+06@32,152
500841@2,50706e+06@33,6383
505480@2,53047e+06@24,994
510162@2,55214e+06@34,662
514887@2,57823e+06@38,0393
519656@2,60086e+06@39,4271
524469@2,62424e+06@32,9477
529327@2,64829e+06@29,0209
534229@2,67174e+06@29,032
539177@2,69651e+06@30,1003
544171@2,72199e+06@30,7289
549212@2,74741e+06@35,2068
554299@2,77334e+06@34,7606
559433@2,79869e+06@32,6096
564614@2,82532e+06@40,0909
569844@2,85029e+06@30,0432
575122@2,87719e+06@33,5972
580449@2,90391e+06@27,6815
585825@2,93077e+06@32,5068
591251@2,95909e+06@38,3902
596727@2,98549e+06@40,7801
602254@3,01316e+06@42,7598
607832@3,04052e+06@27,2115
613462@3,06952e+06@34,2384
619144@3,0973e+06@28,8808
624879@3,12538e+06@35,7862
630667@3,15561e+06@38,6576
636508@3,18393e+06@31,383
642403@3,21325e+06@41,4111
648353@3,2433e+06@32,9781
654359@3,27281e+06@64,0832
660419@3,30291e+06@31,6295
666536@3,3333e+06@38,5163
672710@3,36456e+06@28,6034
678941@3,39514e+06@29,3622
685229@3,4273e+06@33,1732
691576@3,45912e+06@29,2678
697981@3,49146e+06@32,7077
704446@3,52314e+06@36,7221
710971@3,5714e+06@131,689
717556@3,60208e+06@55,1384
724202@3,63386e+06@58,4972
730910@3,66616e+06@53,1798
737680@3,70082e+06@42,456
744512@3,73469e+06@47,1341
751408@3,7683e+06@48,1317
758368@3,80962e+06@292,314
765392@3,83955e+06@51,682
772481@3,87524e+06@68,7569
779636@3,91038e+06@39,4886
786857@3,95035e+06@70,104
794145@3,98518e+06@45,4566
801501@4,02077e+06@50,6931
808924@4,05763e+06@49,445
816417@4,08291e+06@30,4691
823979@4,11964e+06@35,5225
831610@4,15787e+06@28,3781
839313@4,20876e+06@44,3744
847087@4,24836e+06@55,2051
854933@4,28943e+06@54,9686
862851@4,32809e+06@51,5614
870843@4,36811e+06@50,4247
878909@4,40809e+06@43,8295
887050@4,44789e+06@46,4233
895266@4,49289e+06@64,862
903558@4,53382e+06@54,4569
911927@4,57669e+06@48,3672
920373@4,60264e+06@36,7471
928898@4,64695e+06@30,5859
937502@4,68724e+06@33,7883
946185@4,73182e+06@32,0814
954949@4,7755e+06@32,0675
963793@4,81947e+06@29,9161
972720@4,86255e+06@29,5963
981730@4,90899e+06@32,8926
990823@4,96975e+06@56,8442
1000000@4,99861e+06@46,1724
